Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Team,Championship,Player_Team
Juan Martín Lucero,ARG,FW,31,28,22,1942.0,21.6,8.0,0.0,8.0,5.0,3.0,3.0,2.0,0.0,8.9,6.6,1.1,7.7,19.0,33.0,96.0,0.37,0.0,0.37,0.23,0.23,0.41,0.05,0.47,0.3,0.36,fortaleza,Brasileiro,Juan Martín Lucero (fortaleza)
Thiago Galhardo,BRA,"FW,MF",34,30,17,1658.0,18.4,4.0,2.0,6.0,2.0,2.0,2.0,5.0,0.0,6.8,5.3,2.3,7.6,24.0,67.0,87.0,0.22,0.11,0.33,0.11,0.22,0.37,0.13,0.5,0.29,0.41,fortaleza,Brasileiro,Thiago Galhardo (fortaleza)
José Welison,BRA,MF,28,22,17,1393.0,15.5,1.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,0.8,0.8,1.1,1.9,17.0,100.0,30.0,0.06,0.13,0.19,0.06,0.19,0.05,0.07,0.12,0.05,0.12,fortaleza,Brasileiro,José Welison (fortaleza)
Marinho,BRA,"FW,DF",33,18,14,1046.0,11.6,1.0,1.0,2.0,1.0,0.0,1.0,4.0,0.0,2.6,1.9,1.7,3.5,36.0,32.0,84.0,0.09,0.09,0.17,0.09,0.17,0.23,0.14,0.37,0.16,0.3,fortaleza,Brasileiro,Marinho (fortaleza)
Yago Pikachu,BRA,"FW,MF",31,33,13,1474.0,16.4,6.0,1.0,7.0,6.0,0.0,1.0,3.0,0.0,4.9,4.1,2.4,6.6,34.0,58.0,160.0,0.37,0.06,0.43,0.37,0.43,0.3,0.15,0.45,0.25,0.4,fortaleza,Brasileiro,Yago Pikachu (fortaleza)
Calebe,BRA,"MF,FW",23,25,12,1190.0,13.2,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,2.3,2.3,4.0,6.3,56.0,67.0,113.0,0.0,0.23,0.23,0.0,0.23,0.17,0.3,0.47,0.17,0.47,fortaleza,Brasileiro,Calebe (fortaleza)
Guilherme,BRA,"FW,MF",28,26,12,1079.0,12.0,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,3.5,3.5,1.9,5.4,46.0,27.0,82.0,0.17,0.17,0.33,0.17,0.33,0.29,0.16,0.45,0.29,0.45,fortaleza,Brasileiro,Guilherme (fortaleza)
Marcelo,BRA,DF,27,11,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.2,0.3,2.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,fortaleza,Brasileiro,Marcelo (fortaleza)
Lucas Sasha,BRA,MF,33,16,9,876.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.2,0.8,6.0,52.0,13.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,fortaleza,Brasileiro,Lucas Sasha (fortaleza)
Hércules,BRA,MF,23,13,9,771.0,8.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,0.1,1.3,12.0,32.0,14.0,0.12,0.0,0.12,0.12,0.12,0.14,0.01,0.15,0.14,0.15,fortaleza,Brasileiro,Hércules (fortaleza)
Imanol Machuca,ARG,FW,23,14,6,666.0,7.4,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.3,1.3,1.3,2.6,36.0,17.0,75.0,0.27,0.0,0.27,0.27,0.27,0.17,0.18,0.35,0.17,0.35,fortaleza,Brasileiro,Imanol Machuca (fortaleza)
Pedro Borges,BRA,MF,26,12,6,516.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.6,0.7,3.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,fortaleza,Brasileiro,Pedro Borges (fortaleza)
Gonzalo Escobar,ARG,DF,26,11,5,484.0,5.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.2,0.5,8.0,22.0,47.0,0.0,0.19,0.19,0.0,0.19,0.05,0.04,0.1,0.05,0.1,fortaleza,Brasileiro,Gonzalo Escobar (fortaleza)
Lucas Crispim,BRA,"MF,DF",29,14,5,478.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,11.0,47.0,23.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.12,0.04,0.12,fortaleza,Brasileiro,Lucas Crispim (fortaleza)
Fernando Miguel,BRA,GK,38,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fortaleza,Brasileiro,Fernando Miguel (fortaleza)
Moises,BRA,"MF,FW",27,6,5,367.0,4.1,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.5,2.5,0.7,3.2,19.0,9.0,46.0,0.74,0.0,0.74,0.74,0.74,0.61,0.18,0.79,0.61,0.79,fortaleza,Brasileiro,Moises (fortaleza)
Luis Eduardo Marques dos Santos,BRA,DF,26,7,4,385.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,5.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08,fortaleza,Brasileiro,Luis Eduardo Marques dos Santos (fortaleza)
Tobias Figueiredo,POR,DF,29,4,4,343.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,fortaleza,Brasileiro,Tobias Figueiredo (fortaleza)
Silvio Romero,ARG,FW,35,17,3,398.0,4.4,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.6,1.6,1.2,2.7,3.0,5.0,27.0,0.45,0.23,0.68,0.45,0.68,0.36,0.26,0.62,0.36,0.62,fortaleza,Brasileiro,Silvio Romero (fortaleza)
Romarinho,BRA,"FW,MF",29,11,2,288.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.9,1.5,21.0,18.0,30.0,0.0,0.0,0.0,0.0,0.0,0.17,0.29,0.46,0.17,0.46,fortaleza,Brasileiro,Romarinho (fortaleza)
Brayan Ceballos,COL,DF,22,3,2,206.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,fortaleza,Brasileiro,Brayan Ceballos (fortaleza)
Maurício Kozlinski,BRA,GK,32,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fortaleza,Brasileiro,Maurício Kozlinski (fortaleza)
Vinícius Zanocelo,BRA,"MF,FW",22,6,0,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,fortaleza,Brasileiro,Vinícius Zanocelo (fortaleza)
Pedro Rocha Neves,BRA,FW,29,2,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,fortaleza,Brasileiro,Pedro Rocha Neves (fortaleza)
Kauan,BRA,FW,18,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fortaleza,Brasileiro,Kauan (fortaleza)
Amorim,BRA,MF,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fortaleza,Brasileiro,Amorim (fortaleza)
Bruno,BRA,GK,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fortaleza,Brasileiro,Bruno (fortaleza)
Lucas Esteves,BRA,"DF,MF",23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fortaleza,Brasileiro,Lucas Esteves (fortaleza)
Sammuel,BRA,DF,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fortaleza,Brasileiro,Sammuel (fortaleza)
Bernardo Schappo,BRA,DF,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fortaleza,Brasileiro,Bernardo Schappo (fortaleza)
Alix Vinicius,BRA,DF,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fortaleza,Brasileiro,Alix Vinicius (fortaleza)
Tadeu,BRA,GK,31,31,31,2790.0,31.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,goias,Brasileiro,Tadeu (goias)
Maguinho,BRA,DF,30,30,30,2505.0,27.8,2.0,0.0,2.0,2.0,0.0,0.0,10.0,2.0,2.2,2.2,1.2,3.3,52.0,64.0,125.0,0.07,0.0,0.07,0.07,0.07,0.08,0.04,0.12,0.08,0.12,goias,Brasileiro,Maguinho (goias)
Bruno Melo,BRA,DF,31,30,29,2680.0,29.8,2.0,1.0,3.0,2.0,0.0,0.0,9.0,0.0,2.4,2.4,0.3,2.7,7.0,87.0,6.0,0.07,0.03,0.1,0.07,0.1,0.08,0.01,0.09,0.08,0.09,goias,Brasileiro,Bruno Melo (goias)
Everton Morelli,BRA,MF,26,29,27,2369.0,26.3,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,1.3,1.3,0.7,2.0,32.0,86.0,66.0,0.08,0.0,0.08,0.08,0.08,0.05,0.03,0.08,0.05,0.08,goias,Brasileiro,Everton Morelli (goias)
Lucas Halter,BRA,DF,23,26,26,2267.0,25.2,3.0,0.0,3.0,3.0,0.0,0.0,8.0,2.0,0.9,0.9,0.2,1.1,19.0,98.0,1.0,0.12,0.0,0.12,0.12,0.12,0.03,0.01,0.04,0.03,0.04,goias,Brasileiro,Lucas Halter (goias)
Willian,BRA,MF,30,27,24,1860.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,0.5,1.3,4.0,54.0,8.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.06,0.04,0.06,goias,Brasileiro,Willian (goias)
Guilherme,BRA,MF,32,26,21,1590.0,17.7,6.0,6.0,12.0,2.0,4.0,4.0,6.0,1.0,5.4,2.3,3.1,5.3,17.0,91.0,74.0,0.34,0.34,0.68,0.11,0.45,0.31,0.17,0.48,0.13,0.3,goias,Brasileiro,Guilherme (goias)
Sander,BRA,DF,33,21,17,1542.0,17.1,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,1.8,2.6,30.0,85.0,87.0,0.0,0.18,0.18,0.0,0.18,0.05,0.11,0.15,0.05,0.15,goias,Brasileiro,Sander (goias)
Julián Palacios,ARG,"FW,MF",24,25,17,1503.0,16.7,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.3,1.3,2.9,4.2,44.0,88.0,107.0,0.06,0.06,0.12,0.06,0.12,0.08,0.17,0.25,0.08,0.25,goias,Brasileiro,Julián Palacios (goias)
Hugo,BRA,DF,26,19,16,1418.0,15.8,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,1.7,2.1,22.0,61.0,68.0,0.06,0.06,0.13,0.06,0.13,0.02,0.11,0.13,0.02,0.13,goias,Brasileiro,Hugo (goias)
Anderson,BRA,FW,25,16,16,1112.0,12.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,1.1,1.7,34.0,32.0,80.0,0.0,0.08,0.08,0.0,0.08,0.05,0.09,0.14,0.05,0.14,goias,Brasileiro,Anderson (goias)
Allano,BRA,FW,28,19,15,1237.0,13.7,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,2.1,2.1,0.8,2.9,39.0,55.0,90.0,0.07,0.0,0.07,0.07,0.07,0.15,0.06,0.21,0.15,0.21,goias,Brasileiro,Allano (goias)
Zé Ricardo,BRA,MF,24,13,13,1070.0,11.9,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.8,1.2,16.0,88.0,11.0,0.0,0.08,0.08,0.0,0.08,0.03,0.07,0.1,0.03,0.1,goias,Brasileiro,Zé Ricardo (goias)
João Magno,BRA,FW,26,19,13,983.0,10.9,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,2.8,2.8,0.8,3.6,13.0,12.0,41.0,0.27,0.09,0.37,0.27,0.37,0.26,0.07,0.33,0.26,0.33,goias,Brasileiro,João Magno (goias)
Sidimar,BRA,DF,31,18,12,1007.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.2,0.9,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.08,0.06,0.08,goias,Brasileiro,Sidimar (goias)
Matheus Peixoto,BRA,FW,28,13,12,879.0,9.8,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.2,1.4,1.6,3.0,4.0,11.0,28.0,0.2,0.1,0.31,0.1,0.2,0.23,0.16,0.39,0.15,0.31,goias,Brasileiro,Matheus Peixoto (goias)
Vinícius,BRA,"FW,MF",30,21,11,1044.0,11.6,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.5,1.5,1.3,2.8,33.0,48.0,110.0,0.0,0.17,0.17,0.0,0.17,0.13,0.11,0.24,0.13,0.24,goias,Brasileiro,Vinícius (goias)
Dieguinho,BRA,"FW,MF",28,12,9,810.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.7,1.1,17.0,28.0,27.0,0.0,0.11,0.11,0.0,0.11,0.04,0.08,0.12,0.04,0.12,goias,Brasileiro,Dieguinho (goias)
Matheus Babi,BRA,FW,26,15,7,818.0,9.1,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,2.6,2.6,0.2,2.7,2.0,10.0,37.0,0.44,0.0,0.44,0.44,0.44,0.28,0.02,0.3,0.28,0.3,goias,Brasileiro,Matheus Babi (goias)
Raphael Guzzo,POR,MF,28,13,5,550.0,6.1,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.9,0.9,0.6,1.5,13.0,43.0,15.0,0.16,0.0,0.16,0.16,0.16,0.15,0.1,0.25,0.15,0.25,goias,Brasileiro,Raphael Guzzo (goias)
Bruno Araújo dos Santos,BRA,DF,30,8,4,454.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.2,0.3,4.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,goias,Brasileiro,Bruno Araújo dos Santos (goias)
Diego Gonçalves,BRA,"FW,MF",29,10,4,356.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.4,0.9,6.0,11.0,26.0,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.23,0.12,0.23,goias,Brasileiro,Diego Gonçalves (goias)
Alesson,BRA,"FW,MF",24,22,3,647.0,7.2,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.1,1.1,0.5,1.6,23.0,9.0,66.0,0.28,0.14,0.42,0.28,0.42,0.15,0.07,0.22,0.15,0.22,goias,Brasileiro,Alesson (goias)
Marcelo Rangel,BRA,GK,35,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goias,Brasileiro,Marcelo Rangel (goias)
Apodi,BRA,"FW,MF",36,11,2,312.0,3.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.2,1.1,6.0,3.0,14.0,0.29,0.0,0.29,0.29,0.29,0.24,0.07,0.31,0.24,0.31,goias,Brasileiro,Apodi (goias)
Luis Oyama,BRA,MF,26,5,2,250.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,6.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1,goias,Brasileiro,Luis Oyama (goias)
EDU,BRA,DF,23,6,2,244.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,goias,Brasileiro,EDU (goias)
Matheus Santos,BRA,"FW,MF",25,7,1,195.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,6.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.11,0.09,0.11,goias,Brasileiro,Matheus Santos (goias)
Higor,BRA,MF,29,7,1,186.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19,goias,Brasileiro,Higor (goias)
Gabriel Novaes,BRA,FW,24,3,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.4,goias,Brasileiro,Gabriel Novaes (goias)
Dodô,BRA,"MF,FW",22,13,0,269.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.2,1.2,0.2,1.5,5.0,10.0,6.0,0.67,0.0,0.67,0.67,0.67,0.41,0.08,0.49,0.41,0.49,goias,Brasileiro,Dodô (goias)
Philippe Costa,BRA,FW,23,4,0,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.8,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.19,0.47,0.66,0.19,0.66,goias,Brasileiro,Philippe Costa (goias)
Lucas Emmanuel,BRA,FW,23,2,0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goias,Brasileiro,Lucas Emmanuel (goias)
Fellipe Bastos,BRA,MF,33,1,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goias,Brasileiro,Fellipe Bastos (goias)
Denzel,BRA,FW,20,1,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goias,Brasileiro,Denzel (goias)
Jhonny Lucas,BRA,MF,23,2,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.11,0.82,0.7,0.82,goias,Brasileiro,Jhonny Lucas (goias)
Pedro Oliveira,BRA,MF,19,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goias,Brasileiro,Pedro Oliveira (goias)
Ezequiel,BRA,GK,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goias,Brasileiro,Ezequiel (goias)
Felipe,BRA,MF,29,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goias,Brasileiro,Felipe (goias)
Luiz Filipe,BRA,FW,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goias,Brasileiro,Luiz Filipe (goias)
Matheus,BRA,GK,28,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goias,Brasileiro,Matheus (goias)
Mina,BRA,DF,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goias,Brasileiro,Mina (goias)
Nathan,BRA,MF,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goias,Brasileiro,Nathan (goias)
Daniel Nolasco,BRA,DF,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goias,Brasileiro,Daniel Nolasco (goias)
Ariel Palacio,BRA,FW,25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goias,Brasileiro,Ariel Palacio (goias)
Simioni,BRA,MF,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goias,Brasileiro,Simioni (goias)
Wendell,BRA,FW,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goias,Brasileiro,Wendell (goias)
Gabriel Chapecó,BRA,GK,23,30,30,2700.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gremio,Brasileiro,Gabriel Chapecó (gremio)
Luis Suárez,URU,FW,36,29,29,2521.0,28.0,14.0,10.0,24.0,14.0,0.0,1.0,7.0,0.0,10.9,10.1,5.2,15.3,32.0,93.0,264.0,0.5,0.36,0.86,0.5,0.86,0.39,0.18,0.57,0.36,0.55,gremio,Brasileiro,Luis Suárez (gremio)
Franco Cristaldo,ARG,"MF,FW",27,30,28,1924.0,21.4,7.0,5.0,12.0,4.0,3.0,4.0,0.0,0.0,6.4,3.3,4.4,7.7,22.0,115.0,131.0,0.33,0.23,0.56,0.19,0.42,0.3,0.21,0.5,0.16,0.36,gremio,Brasileiro,Franco Cristaldo (gremio)
Mathías Villasanti,PAR,MF,26,27,27,2375.0,26.4,4.0,5.0,9.0,4.0,0.0,0.0,8.0,1.0,1.6,1.6,2.5,4.1,31.0,134.0,30.0,0.15,0.19,0.34,0.15,0.34,0.06,0.1,0.16,0.06,0.16,gremio,Brasileiro,Mathías Villasanti (gremio)
Reinaldo,BRA,DF,34,26,26,2321.0,25.8,2.0,5.0,7.0,1.0,1.0,1.0,10.0,2.0,2.4,1.6,4.7,6.3,33.0,137.0,127.0,0.08,0.19,0.27,0.04,0.23,0.09,0.18,0.27,0.06,0.24,gremio,Brasileiro,Reinaldo (gremio)
Bruno Fabiano Alves,BRA,DF,32,27,25,2270.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.6,6.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,gremio,Brasileiro,Bruno Fabiano Alves (gremio)
Walter Kannemann,ARG,DF,32,25,25,2089.0,23.2,0.0,1.0,1.0,0.0,0.0,0.0,16.0,1.0,0.9,0.9,0.2,1.1,10.0,68.0,1.0,0.0,0.04,0.04,0.0,0.04,0.04,0.01,0.05,0.04,0.05,gremio,Brasileiro,Walter Kannemann (gremio)
João Pedro,BRA,DF,27,28,22,1986.0,22.1,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.7,0.7,1.2,1.9,59.0,111.0,67.0,0.14,0.05,0.18,0.14,0.18,0.03,0.06,0.09,0.03,0.09,gremio,Brasileiro,João Pedro (gremio)
Bitelo,BRA,"MF,FW",23,19,18,1550.0,17.2,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,3.6,3.6,3.8,7.4,39.0,92.0,132.0,0.23,0.06,0.29,0.23,0.29,0.21,0.22,0.43,0.21,0.43,gremio,Brasileiro,Bitelo (gremio)
Felipe Carballo,URU,MF,27,19,18,1352.0,15.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,1.1,2.3,20.0,74.0,39.0,0.07,0.07,0.13,0.07,0.13,0.08,0.07,0.16,0.08,0.16,gremio,Brasileiro,Felipe Carballo (gremio)
