Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Team,Championship,Player_Team
Tchê Tchê,BRA,MF,31,32,28,2307.0,25.6,2.0,5.0,7.0,2.0,0.0,0.0,8.0,0.0,1.8,1.8,2.8,4.6,40.0,143.0,51.0,0.08,0.2,0.27,0.08,0.27,0.07,0.11,0.18,0.07,0.18,botafogo,Brasileiro,Tchê Tchê (botafogo)
Tiquinho Soares,BRA,FW,32,29,27,2194.0,24.4,16.0,4.0,20.0,12.0,4.0,6.0,9.0,0.0,11.6,6.9,2.4,9.3,24.0,49.0,139.0,0.66,0.16,0.82,0.49,0.66,0.48,0.1,0.57,0.28,0.38,botafogo,Brasileiro,Tiquinho Soares (botafogo)
Júnior Santos,BRA,FW,29,33,27,1902.0,21.1,7.0,1.0,8.0,7.0,0.0,0.0,2.0,0.0,6.1,6.1,2.3,8.4,108.0,42.0,182.0,0.33,0.05,0.38,0.33,0.38,0.29,0.11,0.4,0.29,0.4,botafogo,Brasileiro,Júnior Santos (botafogo)
Leonel Di Plácido,ARG,DF,29,31,25,2334.0,25.9,1.0,4.0,5.0,1.0,0.0,0.0,5.0,0.0,0.2,0.2,2.5,2.7,55.0,104.0,81.0,0.04,0.15,0.19,0.04,0.19,0.01,0.1,0.1,0.01,0.1,botafogo,Brasileiro,Leonel Di Plácido (botafogo)
João Victor Santos Sá,BRA,FW,29,29,24,1875.0,20.8,4.0,4.0,8.0,4.0,0.0,0.0,3.0,0.0,4.9,4.9,1.7,6.6,65.0,37.0,201.0,0.19,0.19,0.38,0.19,0.38,0.24,0.08,0.32,0.24,0.32,botafogo,Brasileiro,João Victor Santos Sá (botafogo)
Fernando Marçal,BRA,DF,34,22,20,1626.0,18.1,0.0,3.0,3.0,0.0,0.0,0.0,8.0,1.0,0.2,0.2,1.3,1.5,17.0,83.0,64.0,0.0,0.17,0.17,0.0,0.17,0.01,0.07,0.08,0.01,0.08,botafogo,Brasileiro,Fernando Marçal (botafogo)
Hugo,BRA,DF,22,19,12,1231.0,13.7,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,1.3,1.4,32.0,59.0,57.0,0.0,0.15,0.15,0.0,0.15,0.01,0.1,0.11,0.01,0.11,botafogo,Brasileiro,Hugo (botafogo)
Luis Henrique,BRA,FW,21,30,11,1208.0,13.4,4.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,3.3,3.3,1.4,4.7,53.0,52.0,123.0,0.3,0.15,0.45,0.3,0.45,0.24,0.1,0.35,0.24,0.35,botafogo,Brasileiro,Luis Henrique (botafogo)
Rafael,BRA,DF,33,9,8,482.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.2,0.3,12.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.05,0.01,0.05,botafogo,Brasileiro,Rafael (botafogo)
Danilo Barbosa,BRA,MF,27,20,7,741.0,8.2,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,0.6,8.0,41.0,4.0,0.24,0.0,0.24,0.24,0.24,0.06,0.01,0.07,0.06,0.07,botafogo,Brasileiro,Danilo Barbosa (botafogo)
Gabriel,BRA,MF,30,13,7,619.0,6.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.0,1.6,8.0,37.0,19.0,0.0,0.15,0.15,0.0,0.15,0.08,0.14,0.23,0.08,0.23,botafogo,Brasileiro,Gabriel (botafogo)
Lucas Fernandes,BRA,MF,26,12,5,464.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1,1.1,0.5,1.5,13.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.21,0.09,0.3,0.21,0.3,botafogo,Brasileiro,Lucas Fernandes (botafogo)
Gustavo Sauer,BRA,"FW,MF",30,6,4,258.0,2.9,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.7,5.0,13.0,18.0,0.7,0.35,1.05,0.7,1.05,0.09,0.15,0.24,0.09,0.24,botafogo,Brasileiro,Gustavo Sauer (botafogo)
Diego Costa,ESP,FW,35,12,3,488.0,5.4,3.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,1.9,1.9,0.1,2.0,8.0,12.0,39.0,0.55,0.0,0.55,0.55,0.55,0.35,0.02,0.37,0.35,0.37,botafogo,Brasileiro,Diego Costa (botafogo)
Philipe Sampaio,BRA,DF,29,11,3,408.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.2,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,botafogo,Brasileiro,Philipe Sampaio (botafogo)
Matias Segovia,PAR,FW,20,20,2,645.0,7.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,1.5,2.4,42.0,31.0,72.0,0.0,0.14,0.14,0.0,0.14,0.12,0.21,0.33,0.12,0.33,botafogo,Brasileiro,Matias Segovia (botafogo)
JP Galvão,BRA,DF,22,3,2,186.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,botafogo,Brasileiro,JP Galvão (botafogo)
Janderson,BRA,"FW,MF",24,14,1,299.0,3.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.3,1.3,0.9,2.2,11.0,6.0,25.0,0.0,0.3,0.3,0.0,0.3,0.4,0.27,0.67,0.4,0.67,botafogo,Brasileiro,Janderson (botafogo)
Luis Segovia,ECU,DF,26,2,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,botafogo,Brasileiro,Luis Segovia (botafogo)
Matheus Nascimento,BRA,FW,19,4,1,83.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.4,1.2,0.0,2.0,2.0,1.08,0.0,1.08,1.08,1.08,0.91,0.44,1.35,0.91,1.35,botafogo,Brasileiro,Matheus Nascimento (botafogo)
Bastos,ANG,DF,32,2,1,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,botafogo,Brasileiro,Bastos (botafogo)
Carlos Alberto,BRA,"FW,MF",21,12,0,164.0,1.8,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.9,0.9,0.2,1.1,5.0,4.0,14.0,1.1,0.0,1.1,1.1,1.1,0.46,0.13,0.6,0.46,0.6,botafogo,Brasileiro,Carlos Alberto (botafogo)
Daniel Borges,BRA,DF,30,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,botafogo,Brasileiro,Daniel Borges (botafogo)
Gatito Fernández,PAR,GK,35,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,botafogo,Brasileiro,Gatito Fernández (botafogo)
Diego Hernández,URU,FW,23,2,0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.45,0.45,botafogo,Brasileiro,Diego Hernández (botafogo)
Kayque,BRA,MF,23,2,0,27.0,0.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.5,1.0,7.0,1.0,0.0,3.33,3.33,0.0,3.33,0.14,1.39,1.53,0.14,1.53,botafogo,Brasileiro,Kayque (botafogo)
Mateo Ponte,URU,DF,20,1,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,botafogo,Brasileiro,Mateo Ponte (botafogo)
Lucas Piazon,BRA,FW,29,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,botafogo,Brasileiro,Lucas Piazon (botafogo)
Breno,BRA,MF,23,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,botafogo,Brasileiro,Breno (botafogo)
Rai,BRA,MF,21,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,botafogo,Brasileiro,Rai (botafogo)
Douglas Borges,BRA,GK,33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,botafogo,Brasileiro,Douglas Borges (botafogo)
Joel Carli,ARG,DF,37,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,botafogo,Brasileiro,Joel Carli (botafogo)
João Fernando,BRA,GK,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,botafogo,Brasileiro,João Fernando (botafogo)
Igo Gabriel,BRA,GK,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,botafogo,Brasileiro,Igo Gabriel (botafogo)
Jacob Montes,NCA,MF,25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,botafogo,Brasileiro,Jacob Montes (botafogo)
Newton,BRA,DF,23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,botafogo,Brasileiro,Newton (botafogo)
Wallison Silva,BRA,DF,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,botafogo,Brasileiro,Wallison Silva (botafogo)
David Sousa,BRA,DF,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,botafogo,Brasileiro,David Sousa (botafogo)
Henrique Vermudt,BRA,MF,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,botafogo,Brasileiro,Henrique Vermudt (botafogo)
Juninho Capixaba,BRA,DF,26,31,30,2624.0,29.2,2.0,1.0,3.0,2.0,0.0,0.0,10.0,0.0,2.1,2.1,4.2,6.3,61.0,208.0,114.0,0.07,0.03,0.1,0.07,0.1,0.07,0.14,0.22,0.07,0.22,bragantino,Brasileiro,Juninho Capixaba (bragantino)
Cleiton Schwengber,BRA,GK,26,29,29,2610.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.1,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bragantino,Brasileiro,Cleiton Schwengber (bragantino)
Lucas Evangelista,BRA,MF,28,30,29,2470.0,27.4,1.0,6.0,7.0,1.0,0.0,0.0,5.0,0.0,3.5,3.5,6.7,10.3,29.0,150.0,135.0,0.04,0.22,0.26,0.04,0.26,0.13,0.25,0.37,0.13,0.37,bragantino,Brasileiro,Lucas Evangelista (bragantino)
Matheus Fernandes,BRA,MF,25,31,29,2236.0,24.8,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,0.8,0.8,1.5,2.3,41.0,132.0,45.0,0.04,0.12,0.16,0.04,0.16,0.03,0.06,0.09,0.03,0.09,bragantino,Brasileiro,Matheus Fernandes (bragantino)
Eduardo Sasha,BRA,"FW,MF",31,29,28,2016.0,22.4,10.0,2.0,12.0,7.0,3.0,3.0,2.0,0.0,10.8,8.4,3.4,11.8,20.0,74.0,135.0,0.45,0.09,0.54,0.31,0.4,0.48,0.15,0.63,0.38,0.53,bragantino,Brasileiro,Eduardo Sasha (bragantino)
Vitinho,BRA,"FW,MF",24,29,22,1880.0,20.9,2.0,2.0,4.0,2.0,0.0,0.0,8.0,0.0,3.6,3.6,2.9,6.5,72.0,59.0,218.0,0.1,0.1,0.19,0.1,0.19,0.17,0.14,0.31,0.17,0.31,bragantino,Brasileiro,Vitinho (bragantino)
Jadsom,BRA,MF,22,28,20,1681.0,18.7,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.2,1.2,0.8,2.0,14.0,115.0,42.0,0.05,0.0,0.05,0.05,0.05,0.06,0.04,0.11,0.06,0.11,bragantino,Brasileiro,Jadsom (bragantino)
Aderlan Silva,BRA,DF,33,22,17,1421.0,15.8,0.0,2.0,2.0,0.0,0.0,0.0,6.0,1.0,0.4,0.4,1.2,1.6,23.0,84.0,41.0,0.0,0.13,0.13,0.0,0.13,0.02,0.08,0.1,0.02,0.1,bragantino,Brasileiro,Aderlan Silva (bragantino)
Helinho,BRA,"FW,MF",23,20,17,1146.0,12.7,3.0,2.0,5.0,3.0,0.0,0.0,7.0,0.0,2.7,2.7,3.5,6.3,41.0,61.0,120.0,0.24,0.16,0.39,0.24,0.39,0.21,0.28,0.49,0.21,0.49,bragantino,Brasileiro,Helinho (bragantino)
Leonardo Realpe,ECU,DF,22,17,16,1407.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.1,0.6,8.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,bragantino,Brasileiro,Leonardo Realpe (bragantino)
Leo Ortiz,BRA,DF,27,17,16,1333.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,0.5,1.5,23.0,107.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.1,0.06,0.1,bragantino,Brasileiro,Leo Ortiz (bragantino)
Eric Ramires,BRA,MF,23,20,14,1224.0,13.6,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,2.2,2.2,1.1,3.3,19.0,70.0,43.0,0.22,0.15,0.37,0.22,0.37,0.16,0.08,0.24,0.16,0.24,bragantino,Brasileiro,Eric Ramires (bragantino)
José Hurtado,ECU,DF,21,21,13,1336.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,1.1,1.3,40.0,64.0,49.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,bragantino,Brasileiro,José Hurtado (bragantino)
Luan Patrick,BRA,DF,21,14,12,1113.0,12.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,1.2,1.7,6.0,42.0,1.0,0.0,0.08,0.08,0.0,0.08,0.05,0.09,0.14,0.05,0.14,bragantino,Brasileiro,Luan Patrick (bragantino)
Eduardo Santos,BRA,DF,25,13,11,1020.0,11.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,0.0,1.0,11.0,38.0,2.0,0.09,0.0,0.09,0.09,0.09,0.08,0.0,0.09,0.08,0.09,bragantino,Brasileiro,Eduardo Santos (bragantino)
Natan,BRA,DF,22,10,9,836.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,7.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,bragantino,Brasileiro,Natan (bragantino)
Thiago Borbas,URU,FW,21,30,8,1219.0,13.5,9.0,2.0,11.0,9.0,0.0,0.0,7.0,1.0,8.7,8.7,1.0,9.7,11.0,22.0,104.0,0.66,0.15,0.81,0.66,0.81,0.64,0.07,0.71,0.64,0.71,bragantino,Brasileiro,Thiago Borbas (bragantino)
Marcos Vinicios Sorriso,BRA,FW,22,21,8,893.0,9.9,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,3.1,3.1,1.0,4.0,38.0,33.0,126.0,0.2,0.0,0.2,0.2,0.2,0.31,0.1,0.4,0.31,0.4,bragantino,Brasileiro,Marcos Vinicios Sorriso (bragantino)
Luan Cândido,BRA,"DF,MF",22,19,8,812.0,9.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.7,1.7,1.2,2.8,18.0,38.0,36.0,0.11,0.11,0.22,0.11,0.22,0.18,0.13,0.31,0.18,0.31,bragantino,Brasileiro,Luan Cândido (bragantino)
Bruno,BRA,"FW,MF",20,14,8,642.0,7.1,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2.6,2.6,0.5,3.1,17.0,32.0,63.0,0.28,0.14,0.42,0.28,0.42,0.37,0.07,0.44,0.37,0.44,bragantino,Brasileiro,Bruno (bragantino)
Henery Mosquera,COL,"FW,MF",22,17,7,857.0,9.5,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.4,1.4,2.5,3.9,57.0,25.0,130.0,0.21,0.21,0.42,0.21,0.42,0.15,0.26,0.41,0.15,0.41,bragantino,Brasileiro,Henery Mosquera (bragantino)
Lucão,BRA,GK,22,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bragantino,Brasileiro,Lucão (bragantino)
Gustavinho,BRA,"MF,FW",19,16,4,559.0,6.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.4,0.9,14.0,33.0,18.0,0.16,0.0,0.16,0.16,0.16,0.09,0.06,0.15,0.09,0.15,bragantino,Brasileiro,Gustavinho (bragantino)
Matheus Gonçalves,BRA,"FW,MF",18,10,4,410.0,4.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.8,1.5,30.0,20.0,31.0,0.0,0.22,0.22,0.0,0.22,0.15,0.17,0.32,0.15,0.32,bragantino,Brasileiro,Matheus Gonçalves (bragantino)
Alerrandro,BRA,FW,23,12,2,341.0,3.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,3.1,3.1,0.2,3.2,2.0,8.0,18.0,0.26,0.0,0.26,0.26,0.26,0.81,0.04,0.85,0.81,0.85,bragantino,Brasileiro,Alerrandro (bragantino)
Lucão,BRA,DF,25,3,2,201.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,bragantino,Brasileiro,Lucão (bragantino)
Guilherme,BRA,"DF,MF",21,8,1,218.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,4.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,bragantino,Brasileiro,Guilherme (bragantino)
Ignacio Laquintana,URU,FW,24,4,1,183.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,6.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.08,0.08,0.08,bragantino,Brasileiro,Ignacio Laquintana (bragantino)
Talisson,BRA,FW,21,7,1,151.0,1.7,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.3,1.3,0.0,1.3,9.0,5.0,11.0,1.79,0.0,1.79,1.79,1.79,0.78,0.0,0.78,0.78,0.78,bragantino,Brasileiro,Talisson (bragantino)
Raul,BRA,"MF,DF",27,3,1,107.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,bragantino,Brasileiro,Raul (bragantino)
Yani Quintero,COL,MF,21,3,1,101.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bragantino,Brasileiro,Yani Quintero (bragantino)
Cipriano,BRA,DF,21,1,1,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bragantino,Brasileiro,Cipriano (bragantino)
Nathan Camargo,BRA,MF,18,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.0,0.44,bragantino,Brasileiro,Nathan Camargo (bragantino)
Bruno Praxedes,BRA,MF,21,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bragantino,Brasileiro,Bruno Praxedes (bragantino)
Gabriel Caetano,BRA,MF,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bragantino,Brasileiro,Gabriel Caetano (bragantino)
Lucas Cunha,BRA,DF,26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bragantino,Brasileiro,Lucas Cunha (bragantino)
Everton,BRA,FW,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bragantino,Brasileiro,Everton (bragantino)
Fabrício,BRA,GK,23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bragantino,Brasileiro,Fabrício (bragantino)
Gustavo Henrique,BRA,DF,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bragantino,Brasileiro,Gustavo Henrique (bragantino)
Jhonny,BRA,DF,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bragantino,Brasileiro,Jhonny (bragantino)
Marcelinho,BRA,FW,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bragantino,Brasileiro,Marcelinho (bragantino)
Maycon,BRA,GK,25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bragantino,Brasileiro,Maycon (bragantino)
Werik,BRA,FW,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bragantino,Brasileiro,Werik (bragantino)
Cássio,BRA,GK,36,34,34,3040.0,33.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corinthians,Brasileiro,Cássio (corinthians)
Gil,BRA,DF,36,29,29,2610.0,29.0,2.0,2.0,4.0,2.0,0.0,0.0,8.0,0.0,2.1,2.1,1.4,3.4,4.0,39.0,5.0,0.07,0.07,0.14,0.07,0.14,0.07,0.05,0.12,0.07,0.12,corinthians,Brasileiro,Gil (corinthians)
Yuri Alberto,BRA,FW,22,31,29,2509.0,27.9,8.0,2.0,10.0,8.0,0.0,0.0,5.0,0.0,9.4,9.4,2.4,11.7,40.0,27.0,182.0,0.29,0.07,0.36,0.29,0.36,0.34,0.08,0.42,0.34,0.42,corinthians,Brasileiro,Yuri Alberto (corinthians)
Maycon,BRA,MF,26,29,24,2167.0,24.1,2.0,3.0,5.0,2.0,0.0,0.0,4.0,1.0,1.3,1.3,1.7,3.0,28.0,143.0,30.0,0.08,0.12,0.21,0.08,0.21,0.05,0.07,0.12,0.05,0.12,corinthians,Brasileiro,Maycon (corinthians)
Bruno Méndez,URU,DF,24,25,20,1622.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.2,0.2,0.2,0.4,16.0,60.0,22.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,corinthians,Brasileiro,Bruno Méndez (corinthians)
Fagner,BRA,DF,34,26,18,1735.0,19.3,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.2,0.2,2.0,2.1,37.0,113.0,67.0,0.0,0.05,0.05,0.0,0.05,0.01,0.1,0.11,0.01,0.11,corinthians,Brasileiro,Fagner (corinthians)
